subject_code,title
CSE2009,컴퓨터공학및정보통신개론
CSE3030,어셈블리프로그래밍
CSE3050,컴퓨터공학세미나Ⅰ
CSE4010,컴퓨터구조와논리I
CSE4050,프로그래밍언어
CSE4100,시스템프로그래밍
CSE4110,데이터베이스시스템
CSE4115,소프트웨어공학
CSE4116,임베디드시스템소프트웨어
CSE4120,기초컴파일러구성
CSE4170,기초컴퓨터그래픽스
CSE4175,기초컴퓨터네트워크
CSE4188,암호학기초
CSEQ981,컴퓨터교과교육론
MEE2006,공학수학I
MEE2011,고체역학
MEE2022,열역학I
MEE3001,재료거동학
MEE3004,생산공정
MEE3006,기계공학해석
MEE3013,자동제어
MEE3022,유체역학II
MEE3026,기계공학실험II
MEE3032,열전달
MEE4002,냉동및공기조화
MEE4004,3D-CAD
MEE4011,최적설계및실습
MEE4014,MEMS설계제작
MEE4015,바이오역학
MEE4022,신재생에너지공학개론
MEE4032,미소열유체역학
MEEG018,시스템모델링및해석
MEEG111,실험계획법과통계분석
AMC2014,번역연습
AMC3040,대중음악
AMC3055,미국영화주제연구
AMC3056,세계속의미국영화
AMC3065,세계속의미국문화
AMC4099,논문세미나
AMC4125,인간과과학기술
AMC4155,미국아시아계문화
AMC4199,미국문화세미나
CHI2006,"오늘의중국,중국인"
CHI2011,중국학입문
CHI3001,중국어회화1(중국어강의)
CHI3009,빅데이터로본중국사회
CHI3011,중국고전시의세계
CHI3014,중국고전명문산책
CHI3017,중국어문법의이해
CHI3018,중국언어의이해
CHI3019,중국언어로보는중국문화
CHI3025,영화와현대중국
CHI3028,사서와현대인의수양
CHI4003,중국문학사(중국어강의)
CHI4012,현대중국:구조와쟁점
PSY2002,심리통계
PSY2004,인지심리학
PSY3008,성격심리학
PSY3010,인사심리학
PSY3012,생리및생물심리학
PSY3022,다문화심리학
PSY4001,이상심리학
PSY4003,현대심리치료
PSY4005,집단상담
PSY4007,진로상담
PSY4009,집단행동의심리학
PSY4014,유아및아동심리학
PSY4024,창의성의심리학
PSY4032,상담면접기법
PSY4041,판단과의사결정
PSY4042,직업심리학
CHS2006,역사란무엇인가
CHU4002,인물로본한국사
CHU4019,인물로본일본사
COR1007,성찰과성장1
COR1011,컴퓨팅사고력(고급)
COR1016,알바트로스세미나(경영)
ETU4003,직업과윤리
ETU4004,동아시아철학고전읽기
ETU4009,영화와철학
HFU4005,개인과공동체
HLU4003,운동과건강
HLU4016,춤과풍물
HLU4101,수영II
HSS3004,특수교육과장애의이해
HSS3012,동서고전세미나
HSS3027,공존의시대와세계시민교육
LAU4009,실무논술작법
LAU4014,한국미술의역사와감상
LAU4021,서양음악의역사와감상
LAU4029,세계음악과문화의이해
LAU4032,뮤지컬의이해
LAU4035,사진의이해
LAU4038,동양미술의이해
LAU4041,단소실습
LAU4044,기호학으로문화읽기
LCS2009,한국어와문화I
LCU4106,현대중동이해
LCU4115,영화로보는동남아시아
ROT4001,무관후보생교육I
ROT4003,무관후보생교육III
SHU4004,평화교육론
SHU4010,동남아시아전통사회의이해
SHU4019,삶과교육
SHU4024,결혼준비특강
SHU4028,인문지리
SHU4029,광고로사회읽기
SHU4050,국제개발협력의이해
SHU4052,세계대전의이해
SHU4057,공감의시대
SHU4066,베트남사회와문화
SHU4070,한국의공공외교
STS2005,미적분학I
STU4016,사상의학의이해
ZKAP006,학문을위한한국어 VI
EDU3034,학교현장실습
EDU3047,교육평가
JPN2002,중급일본어II
JPN2005,일본어작문
JPN2007,시사일본어
JPN2010,일본학개론
JPN2012,영화를통한일본이해
JPN3002,일본의법과사회
JPN3010,일본현지체험학습
GES2001,현대사회와여성
GES3005,여성과문학
GES3009,여성심리학
GES3010,남성문화연구
GES3017,여성학특강1
PEP2100,사회변동과제도의정치경제학
BNT3006,의공학개론I
BNT3091,특수연구I
BNTG003,기술과경제정책
BNTG005,바이오측정.기기
BNTG008,바이오융합산업기술
SPM3005,레크리에이션의이론과실제
SPM3008,스포츠커뮤니케이션
SPM3011,스포츠생리학
SPM3012,스포츠심리학
SPM3014,스포츠소비자행동론
SPM3103,패러글라이딩
SPM3104,필드골프I
SPM3105,필드골프II
SPM3106,체력트레이닝
PUB2004,법적사고와논리
PUB3001,국민의기본적권리에대한이해
PUB3005,재산관계와법II
PUB3009,형사절차의이해
PUB3014,계약과법
PUB3018,미국사회와법
SUA2004,기업가정신과사업기회포착
SUA4005,기업과지식재산
CSW1010,IT개론
CSW2010,기초C언어
CSW3010,알고리즘입문
CSW3020,운영체제입문
CSW3040,소프트웨어공학입문
CSW3050,언어와통계
CSW3070,문화산업과스토리텔링
CSW4020,정보처리및자연언어처리
KIC2003,개발경제론
KIC3016,국제개발협력실습II
EUR2102,유럽예술감상
EUR3107,유럽의정치와제도
MAS1001,지식융합미디어입문
MAS1002,Creativity & Visual Expression
MAS1005,Critical Thinking for Social Inquiry
MAS2005,시각과음향의향연
MAS2010,Fundamentals of Computer Science for Korean Studies
JAS3004,영상문화와사회
JAS3008,PR의이해
JAS3010,헬스커뮤니케이션과디지털미디어
JAS3012,텔레비전론
JAS3014,창의적말하기와글쓰기
JAS4003,미디어문화사
JAS4006,광고커뮤니케이션과소비자심리분석
JAS4007,미디어와위기커뮤니케이션
JAS4013,미디어콘텐츠포맷론:Youtube이론및실습
JAS4014,데이터마이닝
JAS4016,IMC캠페인실습
JAS4017,전략커뮤니케이션기획실습
MAE2002,연극과엔터테인먼트
MAE3006,뮤지컬프로덕션
MAE3008,미디어엔터테인먼트 기획론
MAE3009,미디어엔터테인먼트조직과산업의이해
MAE3012,세계영화사
MAE4009,각색 워크샵
MAE4017,디지털콘텐츠기획[캡스톤디자인]
MAE4026,고급영화제작
AAT2001,Intro to Art & Technology
AAT3001,Modern & Contemporary Art
AAT3003,Digital Fabrication(Capstone design)
AAT3006,Spatial Dynamics
AAT4002,Web Studio
AAT4003,Live Performance Studio
AAT4007,Storytelling Workshop
AAT4011,Immersive Media Studio
GKS3002,Intro to Korea thru Literature and Film
GKS3003,Intro to Korean Sociolinguistics
GKS3004,Formation of Modern Korea
GKS3007,Topics in Korea Today
GKS3027,Korean Language and Culture-Beginner
GKS4012,"Seeing Korea: An Introduction to Image Generation, Processing & Computer Vision"
AIC4010,인공지능종합설계Ⅰ
KSC4001,한국대중문화의이해
KSC4002,영화로이해하는한국
KSC4003,한류와문화산업
KSC4004,한국의국제관계
ENG2002,영문학배경
ENG2004,현대영미문학
ENG2006,연극의이해
ENG2104,실용영문법
ENG3002,초기영문학
ENG3004,셰익스피어
ENG3011,19세기미국문학
ENG3104,현대영국소설
ENG3202,문학과환경
ENG3229,비교문학
ENG3309,언어와인지
ENG3407,대화분석
ENG3409,영어발음의이해
ENG4099,개별연구논문
ENGG002,중세르네상스영문학프로세미나
ENGG006,초기및19세기미국문학프로세미나
HIS2003,한국사개론
HIS2004,동아시아사개론
HIS3004,한국근대사
HIS3009,근대중국의개혁과혁명
HIS3014,일본사개설
HIS3021,서양고대사
HIS3022,서양중세사
HIS3026,민족주의와제국주의시대사
HIS3027,양차세계대전사
HIS3035,동유럽의역사와문화
HIS3041,한국사상사
HIS3073,문화유산현장실습4
HIS4001,한국사특강1
HIS4008,동양사특강1
HISG104,한국근대사연습
HISG202,동양중세사기초연습
PHI3006,아리스토텔레스철학
PHI3011,독일관념론
PHI3024,예술철학
PHI3026,심리철학
PHI3034,"위진,당철학사"
PHI3043,주자학
PHI3044,양명학
PHI4007,형이상학특강
PHIG083,서양철학읽기
ECO3003,기술경제학
ECO3012,개발경제학
ECO4022,경제학특강5
EUR2202,초급독어회화
EUR3209,독일어어휘연습
EUR3222,독문법2
EUR3231,독일문학사
EUR3246,독일의청년문화
EUR3251,독일현대소설입문
EURG203,독일문화이론
BIO3511,식물분자생리학
MGT2003,회계학원론(중국어강의)
MGT4104,리더쉽이론
MGT4230,비즈니스앱개발
MGT4245,정보화시대의기업경영과혁신
MGT4303,선물옵션투자론
MGT4309,고급재무이론
MGT4310,재무특강
MGT4406,세무회계
MGT4514,아시아마케팅
MGT4714,사회적기업창업과운영
KOR3002,국어의음운체계
KOR3202,한문II
KOR3204,국문학과전통문화
KOR3315,신화론
KOR3406,현대소설텍스트읽기II
KOR3407,희곡과공연
KOR4000,국어국문학특강
KOR4300,고전문학연습
KORG002,국어학자료연구
KORG021,현대문학연구방법론
COM2001,커뮤니케이션학입문
COM2002,인간커뮤니케이션
COM2003,매스커뮤니케이션
COM2004,커뮤니케이션조사론
COM3101,저널리즘개론
COM3102,방송원론
COM3103,창의적말하기와글쓰기
COM3119,미디어기호학
COM3125,데이터뉴스
COM3128,라디오제작(팟캐스팅 및 컨텐츠기획)
COM3201,광고커뮤니케이션
COM3202,PR의이해
COM3206,마케팅커뮤니케이션과시장읽기
COM3210,광고카피라이팅과전략적글쓰기
COM3214,PR작문
COM3215,PR캠페인기획실습
COM3216,쟁점및위기커뮤니케이션
COM3305,작품분석과해석
COM3307,공연의미학과이론
COM3314,단편영화제작
COM3402,디지털미디어테크놀로지개론
COM3404,텔레커뮤니케이션론
COM3409,미디어심리학
COM3421,TV제작
COM3427,ICT와지능정보사회
COM3437,스마트앱스비즈니스모델연구(캡스톤디자인)
COM4001,텍스트마이닝
POL2004,연구방법론
POL2005,"정치,행정과법"
POL3132,동북아정치질서(중국어강의)
POL3138,외교정책론
POL3153,한국외교사
POL3165,중국정치의이해
POL3168,특수지역연구
POL4169,비교정치특강
CBE3010,양자화학
EUR2301,기초프랑스어
EUR3343,프랑스언어학
EUR3364,프랑스문화강독1
EUR3372,프랑스및프랑스어권의영화
EURG302,프랑스대표작가연구
REL2010,종교학답사I
REL3004,중국종교의이해
REL3032,한국신종교의이해
REL3033,한국무교의이해
REL3035,불교와그리스도교의만남
REL3039,종교간의대화
REL3043,수양과명상
REL4099,개별연구논문
RELG001,종교연구방법론
SOC2007,이론과사회:현대에서포스트모던이론까지
SOC3002,문화이론
SOC3022,경제사회학
SOC3023,환경사회학
SOC3028,불평등의사회사
SOC3045,시대진단의사회학
SOC3053,사회학과기업현장의만남
SOC4001,졸업논문
SOCG007,사회통계학연습
SOCG011,고급데이터분석
MEE3012,내연기관
MEE4023,로봇설계및제어
MEEG017,미소열유체공학
AMC3041,미국음악장르연구
AMC3070,문화적정체성
AMC3077,미국서부
AMC3087,각년대의미국문화
AMC3095,환경과미국문화
AMC4100,모더니즘과사회변화
AMC4120,문화와정치
AMC4150,미국원주민계문화
CHI2002,전공기초중국어2
CHI3004,중국어4
CHI3007,중국어회화2
CHI3010,중국문화텍스트읽기
CHI3023,그림속의중국
CHI3026,중국의대중문화
CHI4001,문화연구주제특강
CHI4010,중국근현대인물과사상
CHI4099,개별연구논문
CHIG003,문화연구서설
PSY3013,지각심리학
PSY4025,심리학연구방법론
CHU4016,한국사와유교문화
COR1001,읽기와쓰기
COR1003,글로벌의사소통I
ETU4001,환경윤리
ETU4006,이성과신앙
ETU4008,삶과죽음
HFS2002,신학적인간학(중국어강의)
HFU4003,생명윤리
HFU4004,성서와생활
HFU4008,과학과종교
HLU4008,탁구
HSS3014,신입생세미나
LAU4001,현대사회와문학예술
LAU4018,한국건축사
LAU4042,자연과문화속의언어
LAU4045,치유서사창작론
LAU4046,연극과퍼포먼스
LAU4053,축제적연극의창작
LCS2010,한국어와문화II
LCU4021,초급라틴어
LCU4030,초급스페인어
LCU4109,글쓰기를위한기초인문학
LCU4110,문학예술과창의적글쓰기
LCU4111,해석과설득적글쓰기
LCU4113,사회학적참여관찰과글쓰기
LCU4114,중급아랍어
ROT4002,무관후보생교육II
ROT4004,무관후보생교육IV
SHS2006,기업과경영의이해
SHU4003,시민참여와시민교육
SHU4011,아프리카전통사회의이해
SHU4014,식량과사회
SHU4060,생명의사랑학
SHU4064,문제해결을위한효과적인정보탐색이란?
SHU4069,공공외교의이해
STU4007,지구과학
STU4012,물리학의세계
STU4023,우주와인생
TLS1004,글로벌의사소통II
TLS1005,영어읽기와토론연습
TLS1006,실용영어와발표연습
JPN2008,일본문학의이해
JPN2009,일본문화의이해
JPN2013,일본문화특강I
JPN3001,일본사회의이해
GESG003,여성운동사
BNT3001,바이오융합기술프로젝트I
BNT3092,특수연구II
SPM3006,스포츠경영특강
SPM3110,라켓볼
PUB3002,국가와통치구조에대한이해
PUB3017,형사정책과법
PUB4005,저작권의이해
KOS2102,Korean Language&History-Intermediate
KOS2203,Introduction to Korean Literature
KOS2204,Introduction to Korean History
KOS3004,The Mediums of Korean Cultural Modernity
KOS3006,East asian development Revisited
KOS3015,INTL.l Politics of Korean Peninsula
KOS4002,Thesis Writing
KOSG003,Reading Theories of Korean Development
KOSG007,한국학빅데이터분석
ANT2004,Drawing(Capstone design)
ANT2007,Foundation Seminar
ANT2010,Intro to Creative Computing
ANT2016,Spatial Dynamics
ANT2017,Programming Interactive Media
ANT3001,Content Business&Marketing(Capstone)
ANT3002,Intro to Storytelling
ANT3005,Live Performance Studio
ANT3008,Media Arts Studio
ANT3009,Game Studio I
ANT3010,3D Animation Studio I
ANT3012,3D Modeling Studio
ANT3014,UI/UX Design(Capstone design)
ANT3017,Sound Design
ANT4001,Visual Story
ANT4002,졸업창작프로젝트I
ANT4007,VFX Studio
ANT4009,Mobile Studio
ANT4010,졸업창작프로젝트III
ANT4013,Creative Capstone Project II
ANT4020,Creative Capstone Project I
SUA4010,스타트업사업운영실습
KIC2002,공적개발원조
EUR3106,유럽통합의역사
EUR4105,유럽의이주문화
ENG3105,최근영국문학
ENG3201,신화와문학
ENG3224,서양문학전통
ENG3308,심리언어학
ENG3314,모국어습득론(캡스톤디자인)
ENG3406,영문자서전창작
ENG3408,영어교육론
HIS2005,서양사개론
HIS3001,한국고대사
HIS3015,요동사
HIS3019,아시아지역사특강2
HIS3025,프랑스혁명과나폴레옹시대사
HIS3047,한일관계사
HIS3051,한국고고학
HIS3064,서양지성사1
HIS3072,문화유산현장실습3
HIS4011,동양사강독2
HIS4099,논문세미나
HISG106,역사자료연습I
PHI3005,플라톤철학
PHI3007,아우구스티누스철학
PHI3019,철학적신론
PHI3022,철학적인간학
PHI3029,종교철학
PHI4006,인식론특강
PHI4018,중국철학특강
MAT3440,통신수학
PHY4010,일반상대성이론
ECO3019,인구경제학
ECO4033,거시경제지표분석(캡스톤디자인)
EUR2224,독일문학의명작감상
EUR3202,시청각독어1
EUR3204,중급독문강독
EUR3208,비즈니스독일어
EUR3240,독일의일상문화
EUR3242,독일영화이해
EUR3244,독일어권문화탐방
EURG211,고급독어
MGT4110,기업윤리와실천적경영인재
MGT4308,재무사례분석(캡스톤디자인)
MGT4311,금융실무
MGT4704,CEO경영특강
MGT4709,기업과사회
KOR3213,기호학
KOR3311,동양고전의현대적해석
KOR3313,판소리연행론
KOR3403,현대희곡텍스트읽기
KOR3409,현대소설론
KOR4506,출판의이론과실제
KORG001,국어학연구방법론
KORG012,고전문학자료연구
COM2006,컨텐츠기획론
COM3111,대중문화론
COM3117,미디어문화사
COM3118,통일커뮤니케이션
COM3121,영상문화와사회
COM3127,방송시사예능포맷론
COM3204,광고와소비자심리
COM3205,PR전략과이론
COM3220,헬스커뮤니케이션
COM3301,연극입문
COM3302,영화입문
COM3303,세계연극사
COM3317,영상편집
COM3329,판타지콘텐츠창작
COM3428,모바일커뮤니케이션
COM3431,디지털콘텐츠서비스기획캡스톤디자인
POL3061,한국정치사
POL3111,정보사회의정치
POL3158,국제정치경제론
POL3165,중국정치의이해(중국어강의)
POL4095,여론조사와여론읽기
POL4114,한국현대정치사상사
POL4146,중국의외교정책
EUR3327,연극을통한프랑스어연습
EUR3361,프랑스어권의다문화
EURG303,프랑스문화특강
REL3005,일본종교의이해
REL3007,그리스도교의이해
REL3008,유교의중심사상
REL3019,힌두교강독
REL3044,그리스도교영성
REL3051,세계불교입문
RELG004,한국종교세미나
RELQ982,종교교과논리및논술
SOC3004,현대조직과리더십
SOC3024,정치사회학
SOC3027,일탈사회학
SOC3040,"다문화,시민,국가"
SOC3044,사회문제연구
SOC3048,역사사회학
SOCG009,연구방법실습(종합설계)
CSEG312,데이터마이닝
CSEG437,수치컴퓨팅및GPU프로그래밍
MEEG013,고급제어1
AMC2033,미국역사와문화
AMC3037,미국영웅
AMC3050,미국영화장르연구
AMC3058,팬터지문학과영화
AMC3090,성의문화
AMC3096,대중문화연구
CHI3001,중국어회화1
CHI3015,현대중국문학의이해
CHI3020,한자로읽는중국문화코드
CHI4005,중국문학주제특강
CHIG005,중국문학연구방법론
PSY3005,적응심리학
PSY4012,광고및소비자심리학
PSY4038,사회심리학세미나
COR1005,글로벌의사소통I(고급)
HFU4024,문학과영성
HSS3022,인간과영성
LAU4004,한문의이해
LAU4017,현대패션의이해
LAU4020,한국음악의역사와감상
LAU4034,대학합창
LAU4051,창의적연극만들기
LCU4025,초급이탈리아어
LCU4029,이탈리아사회와문화
LCU4039,러시아사회와문화
LED3013,국제적의사소통실습
LED3015,자기브랜드리더십
SHS2005,법과공학
SHU4015,사회복지의이해
SHU4054,자기표현의심리적이해
SHU4063,인간과기업가정신
STS2011,기초응용소프트웨어프로그래밍
STU4006,자연재해와우리사회
GESG001,여성학이론
BNTG001,바이오테크놀로지
SPM3108,호신술I
PUB3011,보험과법
KOS2007,Introductory Seminar in Korean Studies
KOS2008,데이터과학과한국학
KOS2112,Korean Language and history-Beginner
KOS2201,Intro to Korea thru Literature and Film
KOS2205,Topics in Korea Today
KOS3033,한국학세미나 : Labour and Development
ANT2001,Modern&Contemporary Art(Capstone design)
ANT2002,Content Planning & Development(Capstone)
ANT2003,Humanities & creativity
ANT2005,Computer Graphics
ANT2006,Intro to Art & Technology
ANT2009,Digital Fabrication(Capstone design)
ANT2011,Intro to Sound
ANT2015,Design
ANT3003,Web Studio
ANT3016,Creative Algorithms
ANT4004,Storytelling Workshop
ANT4006,졸업창작프로젝트II
ANT4008,Physical Computing Studio
ANT4012,Immersive Media Studio
SUA2005,실전스타트업(캐쉬클래스)
EUR3101,국제관계와유럽
EUR3196,유럽연극
EUR4399,프랑스문화개별연구논문
